,sentimentValue,article
5832,-1.0,the sooner lost onli one game by point on the road to an excel nebraska team that it later beat resoundingli in the orang bowl . ci had the best team in the countri d the former oklahoma coach barri switzer said recent
5833,-1.0,had it not been for the loss to nebraska he
5834,-1.0,jeff sommer strategiesjan
5835,-1.0,the stock market end with a whimper and began the new year with a shudder
5836,-1.0,even befor wall street show up for busi on monday morn stock fell percent in china and the turmoil that start in asian market cascad around the world . the stock market in the unit state fell . percent that day base on the standard & amp ; poor -stock index
5837,-1.0,in the face of troubl in the chines market and a flare-up of geopolit worri includ news of a north korean nuclear test and heighten tension in the persian gulf the s. & amp ; p. had the worst five-day start in it histori end down almost percent . that unsettl start could have a salutari effect
5838,-1.0,it provid yet anoth remind that invest in stock is inher riski : unless you are prepar to accept loss you should not be in the market . in interpret the week news it also worth rememb that
5839,-1.0,by joel s. witjan
5840,-1.0,washington as someon who ha spent most of the past year of hi profession life in the unit state govern think tank and academia tri to stop the north korean nuclear weapon program i found last week nuclear test and the event that follow depressingli familiar
5841,-1.0,they remind me of captain renault famou line from ccasablancad just befor he shut down rick caf\x : cim shock shock to find that gambl is go on in here ! d the reaction to north korea and nuclear test were the same shock
5842,-1.0,yet a decad ha gone by and the north korean nuclear threat ha onli grown . i probabl shouldnt say thi but i take my hat off to the north korean
5843,1.0,they have play their card extrem well
5844,1.0,despit thi episod outrag they have manag to becom a full-fledg small nuclear power with a grow and increasingli sophist ar
5845,-1.0,corner offic by adam bryant jan
5846,-1.0,thi interview with christoph cabrera founder and c.e.o
5847,-1.0,of xactli which provid employee-incent softwar wa conduct and condens by adam bryant . q. what were your earli influenc ? a. i wa the fourth of five kid and i learn that you have to fight for everyth includ dinner
5848,1.0,onc the food wa on the tabl if you didnt dive in you were go to go hungri . my mom wa alway a stay-at-hom mom and wa the ultim optimist about what we could be and how smart we were and how good-look we were and how we were alway the best
5849,1.0,hear that drumbeat in your brain for year give you a certain confid as you go out into the world . my dad wa a serial entrepreneur and he alway bootstrap hi compani
5850,0.0,the famili financ and the busi financ were kind of one
5851,-1.0,everi singl summer as i wa grow up i work at hi compani . some of
5852,-1.0,by steven lee myer and nichola kulishjan
5853,-1.0,shumen bulgaria act on a tip the polic raid four home in eastern bulgaria look for contraband that regularli travers thi countri on the way to market in western europ and america
5854,-1.0,in one rust shed behind an apart block here they found a cach of loot antiqu : classic statu and fragment of marbl or limeston . among them wa a squar tablet depict a process
5855,-1.0,"if genuin it style would make it neither roman nor greek like the rest but even older date back nearli , year"
5856,-1.0,it appear suggest it came from the ancient sumerian citi of lagash in what is today southern iraq . the polic raid here last march wa herald as a rare success against the traffick of antiqu a crime that reach new level as the islam state milit group took control of part of syria and iraq and destroy and loot ancient site
5857,1.0,yet it also highlight the b
5858,-1.0,by mike isaac and farhad manjoojan
5859,-1.0,each saturday farhad manjoo and mike isaac technolog report at the new york time review the week news offer analysi and mayb a joke or two about the most import develop in the tech industri . mike : bueno dia se\xfor manjoo !
5860,-1.0,im back from vacat in puerto rico where it wa degre and beauti all week
5861,-1.0,i also ate enough mofongo to kill a hors
5862,-1.0,no regret . farhad : speak of regret im at intern ce the overcrowd consum electron trade show in la vega
5863,-1.0,there havent been mani major announc yet but im expect a huge one soon : the announc that my flight home is readi for board . mike : so back to what we do best : our mildli insight banter about tech news !
5864,-1.0,and despit be the first week back after the holiday it ha been pretti busi . yahoo continu it weird death spiral shutter it youtub competito
5865,-1.0,the ad campaign by nick corasan jan
5866,-1.0,with trick catch textbook throw form and more than a few smile marco rubio is show a lighter side both self-assur and self-deprec to footbal fan in a new ad to be releas thi weekend titl cfootball.d the horn that signal the start of a cmonday night footballd broadcast on espn blare as mr. rubio stand clad in a suit spin and toss a footbal
5867,-1.0,the light and camera of a tv set encircl him and the quick-cut edit and visual effect suggest we are see the funni outtak of someth perhap more seriou
5868,-1.0,cmarco rubio catch footbal and answer question d a giant headlin announc as the candid make an impress one-hand catch and look at the camera grin and ask cya get that ? d befor cock the footbal back for a toss offscreen . the ad fire off football-rel question
5869,-1.0,ask real estat by ronda kaysenjan
5870,-1.0,ask real estat is a weekli column that answer question from across the new york region
5871,-1.0,submit your to realestateqa @ nytimes.com . name that neighborhood i have live on nassau street in lower manhattan for more than year and am alway at a loss when peopl ask what part of town i live in
5872,-1.0,say cnear wall streetd sound so un-residenti
5873,0.0,fidi ?
5874,1.0,not veri charm
5875,0.0,downtown ?
5876,-1.0,bore !
5877,0.0,citi hall park ?
5878,0.0,meh
5879,1.0,with the neighborhood pois for a residenti boom it time we got our own cool neighborhood name
5880,0.0,a friend suggest one : rebecha
5881,-1.0,it stand for the rectangl below chamber street bound roughli by chamber street broadway whitehal street and water street ( or the east river if south street seaport is includ )
5882,0.0,so how do we go about renam it ? nassau street manhattan new yorker especi real estat broker have a long histori of slap catchi name
5883,-1.0,by jessica bennettjan
5884,-1.0,hartford cwhere did i learn about sexual consent ? d jonathan kalin wa stand befor an auditorium of triniti colleg freshmen press play on a clip from the movi csuperbad.d the film you may recal tell the stori of two schlubbi high school friend on a quest to lose their virgin befor colleg
5885,-1.0,in thi particular scene the main charact play by jonah hill and michael cera are stand in the middl of a soccer scrimmag dissect whether or not mr. hill romant interest want to hook up with him
